category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology
GO:0000266,3.7797712334022165e-4,0.9999967668285157,2,34,mitochondrial fission,BP
GO:0019001,3.8376969231451296e-4,0.9999762583445224,4,392,guanyl nucleotide binding,MF
GO:0032561,3.8376969231451296e-4,0.9999762583445224,4,392,guanyl ribonucleotide binding,MF
GO:2000778,3.858540819391932e-4,0.9999966747851528,2,32,positive regulation of interleukin-6 secretion,BP
GO:0090087,3.9177447476328127e-4,0.9999638066330695,5,728,regulation of peptide transport,BP
GO:0052548,4.148705694525627e-4,0.9999737860446447,4,424,regulation of endopeptidase activity,BP
GO:0030099,4.232972335462083e-4,0.9999731136656428,4,415,myeloid cell differentiation,BP
GO:1904467,4.246705784454253e-4,0.9999961591667984,2,32,regulation of tumor necrosis factor secretion,BP
GO:0001726,4.350701962287086e-4,0.9999853698819328,3,174,ruffle,CC
GO:0070201,4.3852591725411006e-4,0.9999584676989122,5,745,regulation of establishment of protein localization,BP
GO:0012501,4.3895541385487413e-4,0.9999241179932041,8,2131,programmed cell death,BP
GO:0019787,4.584152053541204e-4,0.9999702622269954,4,409,ubiquitin-like protein transferase activity,MF
GO:0031256,4.79253715499849e-4,0.9999833415368061,3,172,leading edge membrane,CC
GO:0019985,4.856733426008634e-4,0.9999952483533994,2,41,translesion synthesis,BP
GO:1990774,5.00037685891266e-4,0.9999950681866756,2,35,tumor necrosis factor secretion,BP
GO:1903508,5.026635151324227e-4,0.9999231528296978,7,1617,positive regulation of nucleic acid-templated transcription,BP
GO:1902680,5.042171450515354e-4,0.99992287491948,7,1618,positive regulation of RNA biosynthetic process,BP
GO:0016020,5.162656393664227e-4,0.9998384847959869,18,9170,membrane,CC
GO:0052547,5.20043276148763e-4,0.9999650933025558,4,451,regulation of peptidase activity,BP
GO:0044249,5.212214004181776e-4,0.9998563568572915,14,6140,cellular biosynthetic process,BP
GO:0060338,5.218501892514948e-4,0.9999947343629061,2,36,regulation of type I interferon-mediated signaling pathway,BP
GO:0071702,5.257417696745035e-4,0.9998954323291617,9,2788,organic substance transport,BP
GO:0006357,5.413362710957471e-4,0.9998918911102719,9,2679,regulation of transcription by RNA polymerase II,BP
GO:0031974,5.693814551098351e-4,0.9998485653360176,13,5693,membrane-enclosed lumen,CC
GO:0043233,5.693814551098351e-4,0.9998485653360176,13,5693,organelle lumen,CC
GO:0070013,5.693814551098351e-4,0.9998485653360176,13,5693,intracellular organelle lumen,CC
GO:0009967,5.906933075058589e-4,0.9999071788747309,7,1688,positive regulation of signal transduction,BP
GO:0002683,5.974060955365606e-4,0.9999583834667088,4,462,negative regulation of immune system process,BP
GO:1901576,6.067008971312698e-4,0.999830074106631,14,6231,organic substance biosynthetic process,BP
GO:0051346,6.096374871695969e-4,0.9999573002911252,4,463,negative regulation of hydrolase activity,BP
GO:0042802,6.115654933111689e-4,0.9999033246211896,7,1729,identical protein binding,MF
GO:0002373,6.321489925883384e-4,1,1,1,plasmacytoid dendritic cell cytokine production,BP
GO:0002736,6.321489925883384e-4,1,1,1,regulation of plasmacytoid dendritic cell cytokine production,BP
GO:0002737,6.321489925883384e-4,1,1,1,negative regulation of plasmacytoid dendritic cell cytokine production,BP
GO:0008219,6.483826927278309e-4,0.999880976478371,8,2263,cell death,BP
GO:0051254,6.739139314661984e-4,0.9998916928433211,7,1702,positive regulation of RNA metabolic process,BP
GO:0009058,6.90383475129391e-4,0.9998039398048809,14,6311,biosynthetic process,BP
GO:0002573,6.93891111503869e-4,0.9999725520152006,3,203,myeloid leukocyte differentiation,BP
GO:0002703,7.10328629775583e-4,0.9999716763810484,3,201,regulation of leukocyte mediated immunity,BP
GO:0019782,7.144975134726527e-4,1,1,1,ISG15 activating enzyme activity,MF
GO:0031396,7.284887882500614e-4,0.9999706935749872,3,204,regulation of protein ubiquitination,BP
GO:0002440,7.302923868914181e-4,0.99997060156758,3,200,production of molecular mediator of immune response,BP
GO:0050708,7.343566222470263e-4,0.9999459313203939,4,472,regulation of protein secretion,BP
GO:1902362,7.513995475981626e-4,1,1,1,melanocyte apoptotic process,BP
GO:0006366,7.524180970446037e-4,0.9998425188409152,9,2815,transcription by RNA polymerase II,BP
GO:0050707,7.675489300156239e-4,0.9999685524161376,3,209,regulation of cytokine secretion,BP
GO:0006301,7.959518960632344e-4,0.9999899261893129,2,52,postreplication repair,BP
GO:0000731,8.047176620591586e-4,0.9999897647145854,2,51,DNA synthesis involved in DNA repair,BP
